NodeID,eigen,degree,closeness,page_rank,betweeness
0,0.0,0.0015873015873015873,0.14965827637939658,0.00010061505853980163,0.0
1,0.0,0.00015873015873015873,0.0,0.0001091739860586191,0.0
2,0.001054543356864512,0.0009523809523809524,0.0,0.00017116880733588797,0.0
3,0.09376428086624339,0.01380952380952381,0.15257151173559844,0.0014181699785875222,0.01723520025278622
4,0.11857311750616584,0.010952380952380953,0.1362500590765159,0.0015447615491227772,0.002734547209656343
5,0.17000870701618254,0.013174603174603174,0.14952878630705393,0.0018239540797636226,0.0028055432030268906
6,0.0,0.00015873015873015873,0.0,0.0001091739860586191,0.0
7,0.14417848197043265,0.009523809523809525,0.15176831354794557,0.001495507813805801,0.0014134584379028097
8,0.06252512891155794,0.013333333333333332,0.15101306932767605,0.0012606249868507577,0.005345995334366899
9,0.10215596001132006,0.009365079365079364,0.15152900055189086,0.0011984685404172817,0.002620399692573568
10,0.025329715840348925,0.0011111111111111111,0.0,0.0003107572910744246,0.0
11,0.0008723401327602908,0.0022222222222222222,0.14919603581224447,0.00014262827252367092,0.0004668949341777332
12,0.00017060137643100186,0.00015873015873015873,0.0,0.00011274919619093896,0.0
13,0.0006524347660992814,0.0009523809523809524,0.00015873015873015873,0.00017446475732839573,1.992540244910569e-06
14,0.000503847132807931,0.0009523809523809524,0.00015873015873015873,0.00015608353985975806,6.270011723601347e-06
15,0.0022280041616359082,0.0025396825396825397,0.16048737718150693,0.0001794323554495928,0.000584269410914876
16,0.00017060137643100186,0.00031746031746031746,0.0,0.00012130812370975643,0.0
17,0.021825404319769922,0.006190476190476191,0.14363942104083108,0.0006198876453031462,0.004067399482301389
18,0.0005720932906091406,0.0006349206349206349,0.0,0.00014738775461839969,0.0
19,0.00017060137643100186,0.00015873015873015873,0.0,0.00011274919619093896,0.0
20,0.0031873541709822894,0.002698412698412698,0.1574073164073164,0.00019464249935767538,0.0017491906782719255
21,0.005714715268594774,0.0031746031746031746,0.13071184058398133,0.00024680605941633895,0.001189280863904174
22,0.0,0.0015873015873015873,0.15428296475638026,0.00010061505853980163,0.0
23,0.004038236726551637,0.002380952380952381,0.0,0.00030773692331852425,0.0
24,0.0,0.00031746031746031746,0.0,0.00011773291357743656,0.0
25,0.00026085600894842014,0.0004761904761904762,0.13493634448864966,0.00013355653155427714,0.00010971383685868718
26,0.0,0.00015873015873015873,0.0,0.0001091739860586191,0.0
27,7.4285126288035e-05,0.0019047619047619048,0.1278511242183689,0.00012157955575818666,0.00010508084732504505
28,0.0002432168698749377,0.0007936507936507937,0.12061648850490554,0.00012027347378008091,7.99373649922641e-05
29,0.0012272975703527325,0.0014285714285714286,0.1344455066921606,0.00016902141597749002,0.0005364607961258801
30,0.0007204393217939313,0.0022222222222222222,0.15477907226457638,0.00015034213853704965,0.00027362615314566126
31,0.01884357515884864,0.005873015873015873,0.15118729842410256,0.0005264295310935477,0.004046767205054557
32,0.00994121058591718,0.002380952380952381,0.16139030398029444,0.0002891631767192988,0.003912515875996174
33,4.938320292459969e-05,0.0019047619047619048,0.1455576592951631,0.0001217075258268278,0.00036539618902346933
34,0.00015885712886241454,0.00031746031746031746,0.0,0.00012161277486433804,0.0
35,0.000540986214726812,0.00031746031746031746,0.0,0.00013231028599397586,0.0
36,1.2454349735378573e-05,0.0020634920634920633,0.15949296008409172,0.0001223045904630755,0.00020881880898551548
37,9.616566809800747e-06,0.00015873015873015873,0.0,0.00011097701487051867,0.0
38,0.009461724033258739,0.004761904761904762,0.00247962247962248,0.00039366267431662654,0.0007010312876961685
39,0.0007003426749377723,0.0019047619047619048,0.1497112663256563,0.00011653628148050901,0.0006827440395304276
40,9.616566809800747e-06,0.00015873015873015873,0.0,0.00011097701487051867,0.0
41,0.0005542401790067032,0.0007936507936507937,0.0,0.00015899727070772972,0.0
