NodeID,eigen,degree,closeness,page_rank,betweeness
13,2.1630251153881886e-40,0.0009540164090822362,0.0005724098454493417,0.00041256706388557193,2.1847704024784035e-07
14,1.9951759716389904e-51,0.00019080328181644724,0.00019080328181644724,0.00019076688286913393,0.0
22,2.1694612348431075e-08,0.0011448196908986834,0.12615084137881577,0.0002827442747175425,0.0014405240340163018
24,2.123733037309588e-08,0.0007632131272657889,0.11776571687685217,0.00019527334875117354,0.0003026635264233415
25,1.9951759716389904e-51,0.00019080328181644724,0.00019080328181644724,0.00019076688286913393,0.0
26,2.2017866067095508e-06,0.0009540164090822362,0.15751227922983363,0.0001647272972101157,0.0
27,4.611687626260806e-08,0.0007632131272657889,0.11232556180139358,0.00017320919174804514,0.0
28,1.354763386484452e-41,0.00019080328181644724,0.000343445907269605,0.00010806627665492475,0.0
29,3.7175242332347822e-09,0.00019080328181644724,0.10987385588050609,8.866198063332632e-05,0.0
45,0.1433403127584225,0.009349360809005915,0.1764059997388105,0.0005351887862315705,0.000926701741925115
46,0.1347018765288811,0.008013737836290783,0.17281851989717006,0.00042797955376943107,0.0
62,6.155908002629522e-07,0.0013356229727151307,0.15570478565914747,0.0002562931192111605,0.001990734769976146
65,9.388395856323335e-05,0.0013356229727151307,0.14039021294039458,0.00023722518586142836,0.0005232896728140267
70,7.049389018242576e-08,0.00038160656363289447,0.12651387234740646,0.00014228953782762676,0.0
71,3.2598845604204776e-09,0.00019080328181644724,0.11208119318506042,7.934819681070884e-05,0.0
74,2.142303886988622e-42,0.00038160656363289447,0.00038160656363289447,0.00019076688286913396,0.0
75,8.667982869437558e-08,0.00019080328181644724,0.12496511431184792,6.409309301205913e-05,0.0
78,2.0245278118702366e-06,0.0007632131272657889,0.1371378172906088,0.00016549418705531462,0.0002497243566580856
80,3.4571177388553977e-07,0.00038160656363289447,0.12911479583028967,9.76893745915979e-05,0.0
81,4.9991130694718976e-08,0.00038160656363289447,0.12712358950989347,9.659574775511094e-05,0.0
82,1.9951759716389904e-51,0.00019080328181644724,0.00019080328181644724,0.00019076688286913393,0.0
85,6.537792623866644e-47,0.00019080328181644724,0.00025440437575526296,0.0001531757784611684,0.0
88,0.0006138339482415089,0.008013737836290783,0.1439953070625429,0.0002963344405127527,2.3007992966611823e-05
93,1.4259474713100107e-08,0.0009540164090822362,0.11882674575169769,0.00021584877452038927,0.00035513580523298334
95,4.771718263662336e-08,0.00038160656363289447,0.11366143407625591,0.00016188667853830158,0.0003026635264233415
97,2.486251969871755e-40,0.00038160656363289447,0.0005088087515105259,0.00018631492681251837,0.0
98,1.9951759716389904e-51,0.00019080328181644724,0.00019080328181644724,0.00019076688286913393,0.0
106,2.0341018315252437e-07,0.0007632131272657889,0.14602323034181167,0.0001774505817265861,0.0018197817982002118
113,7.73555414597031e-06,0.0007632131272657889,0.1411595402482279,0.00017445425077079857,0.0003026635264233415
114,3.4419931802042015e-07,0.00019080328181644724,0.12642170703263322,6.283865299166206e-05,0.0
115,2.512589211475925e-41,0.00038160656363289447,0.00042930738408700626,0.00018775563735189555,0.0
122,1.3398810549219555e-07,0.0015264262545315779,0.13391294537885254,0.00034002093206268106,0.0011464770209134187
123,1.547400665461157e-09,0.00019080328181644724,0.10912114578759952,9.20850330541463e-05,0.0
124,9.50995943404786e-08,0.00038160656363289447,0.13894081754321802,8.734119994862068e-05,0.0
128,1.208697751395249e-07,0.0007632131272657889,0.12941886961251745,0.00016956239310216744,7.176962274974359e-05
135,0.00033256157071279814,0.0020988360999809196,0.16069814509787053,0.00031870243770632114,0.0016546091805436241
140,3.512070708082363e-07,0.0011448196908986834,0.12726097267814687,0.00028122732401261556,0.000543661471020275
141,1.9002711897355715e-06,0.0007632131272657889,0.13500407571216097,0.00016052149567089452,0.0
142,2.512589211475925e-41,0.00038160656363289447,0.00042930738408700626,0.00018775563735189555,0.0
161,3.338109834849676e-40,0.0007632131272657889,0.0007632131272657889,0.00036603579649150644,3.6412840041306725e-07
163,0.003313632556325962,0.00038160656363289447,0.14540503356491918,7.574004845843087e-05,0.0
164,1.1026509900460125e-08,0.00038160656363289447,0.11721726833936888,9.104980001396792e-05,0.0
165,8.965350615819787e-08,0.00038160656363289447,0.1301596613421012,0.00010452439625399087,0.0
178,0.00038624744420938395,0.0015264262545315779,0.15913149329720597,0.00022813991854121852,0.0008810713074563193
179,2.0037307392473667e-07,0.0005724098454493417,0.1372462762703175,0.0001115335143119691,0.0
183,5.7141714279486395e-09,0.00019080328181644724,0.12598213896981916,6.579532427343542e-05,0.0
185,9.189484172699632e-06,0.003243655790879603,0.13052032860098595,0.00019317763602255946,0.0
187,2.142303886988622e-42,0.00038160656363289447,0.00038160656363289447,0.00019076688286913396,0.0
