NodeID,eigen,degree,in_degree,closeness,page_rank,betweeness,out_degree
3,0.0005090078728993633,0.007590666291818949,0.004357604723081248,0.10800501409205736,0.0002053949823244803,6.987222987128777e-05,0.0032330615687377003
4,0.0,0.004076468934495361,0.0,0.11049031993120907,5.048782345863015e-05,0.0,0.004076468934495361
5,0.0,0.0032330615687377003,0.0,0.11443101278047815,5.048782345863015e-05,0.0,0.0032330615687377003
6,0.0008793456031444842,0.0452628619623278,0.0028113578858588698,0.15299248035989035,0.0003118325097843746,0.00157269237211935,0.042451504076468936
7,0.0,0.0033736294630306437,0.0,0.11382638031560548,5.048782345863015e-05,0.0,0.0033736294630306437
8,0.0034437975711149285,0.03176834411020523,0.006184987348889514,0.1325593829477565,0.0003266355761595044,0.0039551851168222315,0.025583356761315713
9,0.0,0.011385999437728422,0.0,0.11810556754551545,5.048782345863015e-05,0.0,0.011385999437728422
10,0.0002620261194198321,0.014197357323587293,0.0021085184143941524,0.1273385688458587,0.00042139966155987983,0.0006835419689275048,0.01208883890919314
11,0.0,0.10444194545965702,0.0,0.18500544110439568,5.048782345863015e-05,0.0,0.10444194545965702
12,0.0,0.009136913129041326,0.0,0.12392931347971246,5.048782345863015e-05,0.0,0.009136913129041326
13,0.0,0.0015462468372223785,0.0,0.10339905968329274,5.048782345863015e-05,0.0,0.0015462468372223785
14,0.0,0.01602473994939556,0.0,0.14140771628105225,5.048782345863015e-05,0.0,0.01602473994939556
15,0.09817951309873675,0.057773404554399777,0.0507450098397526,0.13065122672426294,0.003681220729529269,0.01156258726064681,0.007028394714647174
16,0.0,0.0021085184143941524,0.0,0.12433805132100438,5.048782345863015e-05,0.0,0.0021085184143941524
17,0.0,0.006325555243182457,0.0,0.11341545475489932,5.048782345863015e-05,0.0,0.006325555243182457
18,0.0,0.0016868147315153219,0.0,0.11078253646937565,5.048782345863015e-05,0.0,0.0016868147315153219
19,0.0002995571202927193,0.008574641551869553,0.003092493674444757,0.11557762707764653,0.00013112179292607272,6.783210664008843e-05,0.005482147877424796
20,0.0,0.02628619623278043,0.0,0.1526596362038005,5.048782345863015e-05,0.0,0.02628619623278043
21,0.0,0.010683159966263706,0.0,0.12348279449894704,5.048782345863015e-05,0.0,0.010683159966263706
22,0.0,0.000281135788585887,0.0,0.0867448162920583,5.048782345863015e-05,0.0,0.000281135788585887
23,0.0025637934731144595,0.013494517852122575,0.003092493674444757,0.11982423624814699,0.0001712239063742035,0.0007775047859401173,0.010402024177677818
24,0.0,0.04343547933651954,0.0,0.16183428701664965,5.048782345863015e-05,0.0,0.04343547933651954
25,0.0,0.012651110486364914,0.0,0.1272550115123326,5.048782345863015e-05,0.0,0.012651110486364914
26,0.0,0.013353949957829632,0.0,0.12240668195698783,5.048782345863015e-05,0.0,0.013353949957829632
27,0.0,0.014337925217880236,0.0,0.13837143387971568,5.048782345863015e-05,0.0,0.014337925217880236
28,0.004785010985890022,0.03584481304470059,0.017149283103739105,0.1345241023735893,0.0016986730322136928,0.004563992520641182,0.018695529940961485
29,0.0012469529019083912,0.026848467809952207,0.005763283666010683,0.15015646268529004,0.00018490986415744417,0.0008644948077292878,0.021085184143941522
30,0.0023509131043283013,0.003935901040202418,0.0032330615687377003,0.10886343544683529,0.00017349553934328354,5.883161492398615e-05,0.0007028394714647174
31,0.0,0.0021085184143941524,0.0,0.098981793581431,5.048782345863015e-05,0.0,0.0021085184143941524
32,0.0022016731769788356,0.0025302220972729826,0.001967950520101209,0.0830578801865601,0.00019385458408414897,9.214051903978154e-05,0.000562271577171774
33,0.0028455523731362787,0.008152937868990722,0.004779308405960078,0.11429752287848582,0.0003386160040196027,0.0004216927991310512,0.0033736294630306437
34,0.00030800433102038007,0.003514197357323587,0.0028113578858588698,0.1048191141355364,0.00026068865384768484,0.00015278122374341052,0.0007028394714647174
35,0.009954149171599454,0.02459938150126511,0.015462468372223783,0.1146279630694005,0.000700767362551955,0.0014538217483815216,0.009136913129041326
36,0.0010437497574644421,0.03668822041045825,0.004779308405960078,0.1578325944462812,0.00013857302939342648,0.0006132471872389423,0.03190891200449817
37,0.0,0.0028113578858588698,0.0,0.11700588814565031,5.048782345863015e-05,0.0,0.0028113578858588698
38,0.0025220463707730624,0.003935901040202418,0.001967950520101209,0.10613341410145113,0.00016519399800671083,6.668692344650269e-05,0.001967950520101209
39,0.0013559440970831733,0.009699184706213101,0.003935901040202418,0.12211622196338144,0.00034397906895802577,0.000506652792945062,0.005763283666010683
40,0.0,0.0015462468372223785,0.0,0.09253632096349663,5.048782345863015e-05,0.0,0.0015462468372223785
41,0.0,0.004217036828788305,0.0,0.11029636384004837,5.048782345863015e-05,0.0,0.004217036828788305
