NodeID,harmonic,out_degree,degree,in_degree,page_rank,betweeness,eigen
0,0,0.0015873015873015873,0.0015873015873015873,0.0,0.00010061505853980163,0.0,0.0
1,1.0,0.0,0.00015873015873015873,0.00015873015873015873,0.0001091739860586191,0.0,0.0
2,405.7797619047648,0.0,0.0009523809523809524,0.0009523809523809524,0.00017116880733588797,0.0,0.001054543356864512
3,755.5523809523902,0.0015873015873015873,0.01380952380952381,0.012222222222222223,0.0014181699785875222,0.01723520025278622,0.09376428086624339
4,752.1095238095313,0.0015873015873015873,0.010952380952380953,0.009365079365079364,0.0015447615491227772,0.002734547209656343,0.11857311750616584
5,778.2523809523913,0.0015873015873015873,0.013174603174603174,0.011587301587301587,0.0018239540797636226,0.0028055432030268906,0.17000870701618254
6,1.0,0.0,0.00015873015873015873,0.00015873015873015873,0.0001091739860586191,0.0,0.0
7,749.3761904761983,0.0014285714285714286,0.009523809523809525,0.008095238095238095,0.001495507813805801,0.0014134584379028097,0.14417848197043268
8,734.1976190476266,0.0015873015873015873,0.013333333333333332,0.011746031746031746,0.0012606249868507577,0.005345995334366899,0.06252512891155794
9,718.5619047619111,0.0015873015873015873,0.009365079365079364,0.0077777777777777776,0.0011984685404172817,0.002620399692573568,0.10215596001132006
10,563.4869047619019,0.0,0.0011111111111111111,0.0011111111111111111,0.0003107572910744246,0.0,0.025329715840348925
11,366.7031746031779,0.0015873015873015873,0.0022222222222222222,0.0006349206349206349,0.00014262827252367092,0.0004668949341777332,0.0008723401327602908
12,312.2774531024543,0.0,0.00015873015873015873,0.00015873015873015873,0.00011274919619093896,0.0,0.00017060137643100186
13,380.45753968254314,0.00015873015873015873,0.0009523809523809524,0.0007936507936507937,0.00017446475732839573,1.992540244910569e-06,0.0006524347660992814
14,376.12777777778155,0.00015873015873015873,0.0009523809523809524,0.0007936507936507937,0.00015608353985975806,6.270011723601347e-06,0.0005038471328079311
15,414.09880952381155,0.0015873015873015873,0.0025396825396825397,0.0009523809523809524,0.0001794323554495928,0.000584269410914876,0.0022280041616359082
16,313.1345959595972,0.0,0.00031746031746031746,0.00031746031746031746,0.00012130812370975643,0.0,0.00017060137643100186
17,619.3678571428586,0.0014285714285714286,0.006190476190476191,0.004761904761904762,0.0006198876453031462,0.004067399482301389,0.021825404319769922
18,362.43968253968615,0.0,0.0006349206349206349,0.0006349206349206349,0.00014738775461839969,0.0,0.0005720932906091406
19,312.2774531024543,0.0,0.00015873015873015873,0.00015873015873015873,0.00011274919619093896,0.0,0.00017060137643100186
20,454.9420634920606,0.0015873015873015873,0.002698412698412698,0.0011111111111111111,0.00019464249935767538,0.0017491906782719255,0.0031873541709822894
21,463.42499999999706,0.0015873015873015873,0.0031746031746031746,0.0015873015873015873,0.00024680605941633895,0.001189280863904174,0.005714715268594774
22,0,0.0015873015873015873,0.0015873015873015873,0.0,0.00010061505853980163,0.0,0.0
23,475.6527777777745,0.0,0.002380952380952381,0.002380952380952381,0.00030773692331852425,0.0,0.004038236726551637
24,2.0,0.0,0.00031746031746031746,0.00031746031746031746,0.00011773291357743656,0.0,0.0
25,325.2341991342011,0.00015873015873015873,0.0004761904761904762,0.00031746031746031746,0.00013355653155427714,0.00010971383685868718,0.0002608560089484201
26,1.0,0.0,0.00015873015873015873,0.00015873015873015873,0.0001091739860586191,0.0,0.0
27,302.7691558441558,0.0015873015873015873,0.0019047619047619048,0.00031746031746031746,0.00012157955575818666,0.00010508084732504505,7.4285126288035e-05
28,334.71666666666994,0.0004761904761904762,0.0007936507936507937,0.00031746031746031746,0.00012027347378008091,7.99373649922641e-05,0.0002432168698749377
29,407.5365079365105,0.0004761904761904762,0.0014285714285714286,0.0009523809523809524,0.00016902141597749002,0.0005364607961258801,0.0012272975703527325
30,387.34722222222604,0.0015873015873015873,0.0022222222222222222,0.0006349206349206349,0.00015034213853704965,0.00027362615314566126,0.0007204393217939314
31,585.9345238095227,0.0015873015873015873,0.005873015873015873,0.004285714285714286,0.0005264295310935477,0.004046767205054557,0.01884357515884864
32,479.09404761904386,0.0014285714285714286,0.002380952380952381,0.0009523809523809524,0.0002891631767192988,0.003912515875996174,0.009941210585917182
33,297.48369408369365,0.0015873015873015873,0.0019047619047619048,0.00031746031746031746,0.0001217075258268278,0.00036539618902346933,4.938320292459969e-05
34,316.168290043291,0.0,0.00031746031746031746,0.00031746031746031746,0.00012161277486433804,0.0,0.00015885712886241454
35,374.67420634921103,0.0,0.00031746031746031746,0.00031746031746031746,0.00013231028599397586,0.0,0.000540986214726812
36,268.35660173160136,0.0015873015873015873,0.0020634920634920633,0.0004761904761904762,0.0001223045904630755,0.00020881880898551548,1.2454349735378573e-05
37,260.885101010101,0.0,0.00015873015873015873,0.00015873015873015873,0.00011097701487051867,0.0,9.616566809800747e-06
38,545.3095238095202,0.0014285714285714286,0.004761904761904762,0.003333333333333333,0.00039366267431662654,0.0007010312876961685,0.009461724033258739
39,366.4670634920678,0.0015873015873015873,0.0019047619047619048,0.00031746031746031746,0.00011653628148050901,0.0006827440395304276,0.0007003426749377723
40,260.885101010101,0.0,0.00015873015873015873,0.00015873015873015873,0.00011097701487051867,0.0,9.616566809800747e-06
41,375.8230158730194,0.0,0.0007936507936507937,0.0007936507936507937,0.00015899727070772972,0.0,0.0005542401790067032
42,297.1855339105334,0.0,0.00031746031746031746,0.00031746031746031746,0.00012103858008659997,0.0,4.1524561637301496e-05
43,329.0382034632053,0.0015873015873015873,0.0025396825396825397,0.0009523809523809524,0.0002835519297077913,0.0006656505312987803,0.00010534969903718748
44,0,0.0015873015873015873,0.0015873015873015873,0.0,0.00010061505853980163,0.0,0.0
45,437.9246031746012,0.0,0.0006349206349206349,0.0006349206349206349,0.00014931565848057786,0.0,0.00344020559823197
46,1.0,0.0,0.00015873015873015873,0.00015873015873015873,0.0001091739860586191,0.0,0.0
47,328.72907647907846,0.0,0.0004761904761904762,0.0004761904761904762,0.00013260091319799744,0.0,0.00011465624199674616
48,312.87128427128437,0.0,0.0004761904761904762,0.0004761904761904762,0.00012977704445855798,0.0,0.00010689969970651965
49,430.83968253968254,0.0014285714285714286,0.002698412698412698,0.0012698412698412698,0.0001866081647878368,0.0009908899666508583,0.002884561680832474
