NodeID,harmonic,out_degree,degree,in_degree,page_rank,betweeness,eigen
3,1407.0599206349734,0.0032330615687377003,0.007590666291818949,0.004357604723081248,0.0002053949823244803,6.987222987128777e-05,0.0005090078728993633
4,0,0.004076468934495361,0.004076468934495361,0.0,5.048782345863015e-05,0.0,0.0
5,0,0.0032330615687377003,0.0032330615687377003,0.0,5.048782345863015e-05,0.0,0.0
6,1444.474206349246,0.042451504076468936,0.0452628619623278,0.0028113578858588698,0.0003118325097843746,0.00157269237211935,0.0008793456031444842
7,0,0.0033736294630306437,0.0033736294630306437,0.0,5.048782345863015e-05,0.0,0.0
8,1670.5345238094826,0.025583356761315713,0.03176834411020523,0.006184987348889514,0.0003266355761595044,0.0039551851168222315,0.0034437975711149285
9,0,0.011385999437728422,0.011385999437728422,0.0,5.048782345863015e-05,0.0,0.0
10,1328.678968254016,0.01208883890919314,0.014197357323587293,0.0021085184143941524,0.00042139966155987983,0.0006835419689275048,0.0002620261194198321
11,0,0.10444194545965702,0.10444194545965702,0.0,5.048782345863015e-05,0.0,0.0
12,0,0.009136913129041326,0.009136913129041326,0.0,5.048782345863015e-05,0.0,0.0
13,0,0.0015462468372223785,0.0015462468372223785,0.0,5.048782345863015e-05,0.0,0.0
14,0,0.01602473994939556,0.01602473994939556,0.0,5.048782345863015e-05,0.0,0.0
15,2320.3261904761994,0.007028394714647174,0.057773404554399777,0.0507450098397526,0.003681220729529269,0.01156258726064681,0.09817951309873675
16,0,0.0021085184143941524,0.0021085184143941524,0.0,5.048782345863015e-05,0.0,0.0
17,0,0.006325555243182457,0.006325555243182457,0.0,5.048782345863015e-05,0.0,0.0
18,0,0.0016868147315153219,0.0016868147315153219,0.0,5.048782345863015e-05,0.0,0.0
19,1341.228968254025,0.005482147877424796,0.008574641551869553,0.003092493674444757,0.00013112179292607272,6.783210664008843e-05,0.0002995571202927193
20,0,0.02628619623278043,0.02628619623278043,0.0,5.048782345863015e-05,0.0,0.0
21,0,0.010683159966263706,0.010683159966263706,0.0,5.048782345863015e-05,0.0,0.0
22,0,0.000281135788585887,0.000281135788585887,0.0,5.048782345863015e-05,0.0,0.0
23,1626.6773809523495,0.010402024177677818,0.013494517852122575,0.003092493674444757,0.0001712239063742035,0.0007775047859401173,0.0025637934731144595
24,0,0.04343547933651954,0.04343547933651954,0.0,5.048782345863015e-05,0.0,0.0
25,0,0.012651110486364914,0.012651110486364914,0.0,5.048782345863015e-05,0.0,0.0
26,0,0.013353949957829632,0.013353949957829632,0.0,5.048782345863015e-05,0.0,0.0
27,0,0.014337925217880236,0.014337925217880236,0.0,5.048782345863015e-05,0.0,0.0
28,1764.7845238094715,0.018695529940961485,0.03584481304470059,0.017149283103739105,0.0016986730322136928,0.004563992520641182,0.004785010985890022
29,1478.1408730159137,0.021085184143941522,0.026848467809952207,0.005763283666010683,0.00018490986415744417,0.0008644948077292878,0.0012469529019083912
30,1600.360714285687,0.0007028394714647174,0.003935901040202418,0.0032330615687377003,0.00017349553934328354,5.883161492398615e-05,0.0023509131043283013
31,0,0.0021085184143941524,0.0021085184143941524,0.0,5.048782345863015e-05,0.0,0.0
32,1584.7940476190213,0.000562271577171774,0.0025302220972729826,0.001967950520101209,0.00019385458408414897,9.214051903978154e-05,0.0022016731769788356
33,1663.3107142856775,0.0033736294630306437,0.008152937868990722,0.004779308405960078,0.0003386160040196027,0.0004216927991310512,0.0028455523731362787
34,1336.828968254025,0.0007028394714647174,0.003514197357323587,0.0028113578858588698,0.00026068865384768484,0.00015278122374341052,0.00030800433102038007
35,1759.8107142856832,0.009136913129041326,0.02459938150126511,0.015462468372223783,0.000700767362551955,0.0014538217483815216,0.009954149171599454
36,1441.6218253968768,0.03190891200449817,0.03668822041045825,0.004779308405960078,0.00013857302939342648,0.0006132471872389423,0.0010437497574644421
37,0,0.0028113578858588698,0.0028113578858588698,0.0,5.048782345863015e-05,0.0,0.0
38,1618.077380952351,0.001967950520101209,0.003935901040202418,0.001967950520101209,0.00016519399800671083,6.668692344650269e-05,0.0025220463707730624
39,1531.401190476198,0.005763283666010683,0.009699184706213101,0.003935901040202418,0.00034397906895802577,0.000506652792945062,0.0013559440970831733
40,0,0.0015462468372223785,0.0015462468372223785,0.0,5.048782345863015e-05,0.0,0.0
41,0,0.004217036828788305,0.004217036828788305,0.0,5.048782345863015e-05,0.0,0.0
42,0,0.01251054259207197,0.01251054259207197,0.0,5.048782345863015e-05,0.0,0.0
43,0,0.000562271577171774,0.000562271577171774,0.0,5.048782345863015e-05,0.0,0.0
44,0,0.006184987348889514,0.006184987348889514,0.0,5.048782345863015e-05,0.0,0.0
45,0,0.001124543154343548,0.001124543154343548,0.0,5.048782345863015e-05,0.0,0.0
46,0,0.008293505763283665,0.008293505763283665,0.0,5.048782345863015e-05,0.0,0.0
47,0,0.02052291256676975,0.02052291256676975,0.0,5.048782345863015e-05,0.0,0.0
