NodeID,harmonic,degree,page_rank,betweeness,eigen
13,3.0,0.0009540164090822362,0.00041256706388557193,2.1847704024784035e-07,2.1630251153881886e-40
14,1.0,0.00019080328181644724,0.00019076688286913393,0.0,1.9951759716389904e-51
22,695.2641525141491,0.0011448196908986834,0.0002827442747175425,0.0014405240340163018,2.1694612348431075e-08
24,646.0699494949496,0.0007632131272657889,0.00019527334875117354,0.0003026635264233415,2.123733037309588e-08
25,1.0,0.00019080328181644724,0.00019076688286913393,0.0,1.9951759716389904e-51
26,884.8536075036155,0.0009540164090822362,0.0001647272972101157,0.0,2.2017866067095508e-06
27,611.6654872904892,0.0007632131272657889,0.00017320919174804514,0.0,4.611687626260806e-08
28,2.0,0.00019080328181644724,0.00010806627665492475,0.0,1.354763386484452e-41
29,596.1786796536817,0.00019080328181644724,8.866198063332632e-05,0.0,3.7175242332347822e-09
45,1038.83928571431,0.009349360809005915,0.0005351887862315705,0.000926701741925115,0.1433403127584225
46,1015.4571428571638,0.008013737836290783,0.00042797955376943107,0.0,0.1347018765288811
62,876.4020202020293,0.0013356229727151307,0.0002562931192111605,0.001990734769976146,6.155908002629522e-07
65,785.8220779220783,0.0013356229727151307,0.00023722518586142836,0.0005232896728140267,9.388395856323335e-05
70,691.9742174492129,0.00038160656363289447,0.00014228953782762676,0.0,7.049389018242576e-08
71,607.5165695415742,0.00019080328181644724,7.934819681070884e-05,0.0,3.2598845604204776e-09
74,2.0,0.00038160656363289447,0.00019076688286913396,0.0,2.142303886988622e-42
75,682.0547008546974,0.00019080328181644724,6.409309301205913e-05,0.0,8.667982869437558e-08
78,762.9286075036047,0.0007632131272657889,0.00016549418705531462,0.0002497243566580856,2.0245278118702366e-06
80,711.9822982572949,0.00038160656363289447,9.76893745915979e-05,0.0,3.4571177388553977e-07
81,699.5011183261153,0.00038160656363289447,9.659574775511094e-05,0.0,4.9991130694718976e-08
82,1.0,0.00019080328181644724,0.00019076688286913393,0.0,1.9951759716389904e-51
85,1.5,0.00019080328181644724,0.0001531757784611684,0.0,6.537792623866644e-47
88,830.5334776334767,0.008013737836290783,0.0002963344405127527,2.3007992966611823e-05,0.0006138339482415089
93,651.8949134199138,0.0009540164090822362,0.00021584877452038927,0.00035513580523298334,1.4259474713100107e-08
95,619.321151071153,0.00038160656363289447,0.00016188667853830158,0.0003026635264233415,4.771718263662336e-08
97,3.0,0.00038160656363289447,0.00018631492681251837,0.0,2.486251969871755e-40
98,1.0,0.00019080328181644724,0.00019076688286913393,0.0,1.9951759716389904e-51
106,813.3853896103903,0.0007632131272657889,0.0001774505817265861,0.0018197817982002118,2.0341018315252437e-07
113,782.1849927849902,0.0007632131272657889,0.00017445425077079857,0.0003026635264233415,7.73555414597031e-06
114,694.1994588744554,0.00019080328181644724,6.283865299166206e-05,0.0,3.4419931802042015e-07
115,2.5,0.00038160656363289447,0.00018775563735189555,0.0,2.512589211475925e-41
122,743.9390331890276,0.0015264262545315779,0.00034002093206268106,0.0011464770209134187,1.3398810549219555e-07
123,590.2795315795364,0.00019080328181644724,9.20850330541463e-05,0.0,1.547400665461157e-09
124,774.6013708513678,0.00038160656363289447,8.734119994862068e-05,0.0,9.50995943404786e-08
128,712.7383838383793,0.0007632131272657889,0.00016956239310216744,7.176962274974359e-05,1.208697751395249e-07
135,908.1714285714451,0.0020988360999809196,0.00031870243770632114,0.0016546091805436241,0.00033256157071279814
140,700.5727633477601,0.0011448196908986834,0.00028122732401261556,0.000543661471020275,3.512070708082363e-07
141,744.2429292929264,0.0007632131272657889,0.00016052149567089452,0.0,1.9002711897355715e-06
142,2.5,0.00038160656363289447,0.00018775563735189555,0.0,2.512589211475925e-41
161,4.0,0.0007632131272657889,0.00036603579649150644,3.6412840041306725e-07,3.338109834849676e-40
163,823.0279581529621,0.00038160656363289447,7.574004845843087e-05,0.0,0.003313632556325962
164,643.8123015873012,0.00038160656363289447,9.104980001396792e-05,0.0,1.1026509900460125e-08
165,714.9900432900408,0.00038160656363289447,0.00010452439625399087,0.0,8.965350615819787e-08
178,896.9817460317531,0.0015264262545315779,0.00022813991854121852,0.0008810713074563193,0.00038624744420938395
179,759.2787518037501,0.0005724098454493417,0.0001115335143119691,0.0,2.0037307392473667e-07
183,686.3584054834034,0.00019080328181644724,6.579532427343542e-05,0.0,5.7141714279486395e-09
185,732.9754329004303,0.003243655790879603,0.00019317763602255946,0.0,9.189484172699632e-06
187,2.0,0.00038160656363289447,0.00019076688286913396,0.0,2.142303886988622e-42
188,2.0,0.00038160656363289447,0.00019076688286913396,0.0,2.142303886988622e-42
192,745.2888167388143,0.0007632131272657889,0.0001730528907649436,0.0006320389800171121,1.93738595331208e-06
193,828.6782106782149,0.0007632131272657889,0.00012218137407083305,0.0,1.929701322376466e-05
194,1.0,0.00019080328181644724,0.00019076688286913393,0.0,1.9951759716389904e-51
195,842.0742063492115,0.0005724098454493417,0.00010803770524049547,0.0,7.027283103170002e-06
197,731.5155122655092,0.00038160656363289447,0.00011122686745412728,0.0,6.465769658478501e-06
199,668.8261294261285,0.00038160656363289447,9.540835502565932e-05,0.0,2.128107158892423e-07
200,727.7628787878724,0.0026712459454302615,0.0002193646529408736,0.0,2.399283099758082e-08
205,852.5417027417094,0.0011448196908986834,0.00020527211922036274,0.001421249530713644,2.76650429940957e-06
214,832.3679292929321,0.0013356229727151307,0.0002198894472272414,0.0013669410379257526,1.7604133431608105e-05
215,732.9754329004303,0.003243655790879603,0.00019317763602255946,0.0,9.189484172699632e-06
231,1008.3126984127174,0.005724098454493417,0.0005762880099237623,0.007720442165076569,0.024693173586301253
